quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10,10,,10,,10,,10,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
20,20,,20,,20,,20,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,0.0%,,8,,0.11,,0
,,0.0%,,32,,0.07,,0
,,0.0%,,52,,0.08,,0
30,30,0.0%,30,112,30,0.09,30,0
,,0.0%,,160,,0.11,,0
,,0.0%,,202,,0.13,,0
,,0.0%,,202,,0.13,,0
,,0.0%,,210,,0.15,,0
,,0.0%,,230,,0.16,,0
,,0.0%,,208,,0.13,,0
,,0.0%,,198,,0.14,,0
,,0.0%,,200,,0.13,,0
,,0.0%,,194,,0.12,,0
40,40,0.0%,40,212,40,0.14,40,0
,,0.0%,,214,,0.14,,0
,,0.0%,,212,,0.19,,0
,,0.0%,,218,,0.15,,0
,,0.0%,,END,,END,,0
END,END,END,END,,END,,END,0
,,,,,,,,0
,,,,,,,,0
,,,,,,,,END
