quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,18.9%,,6,,45.99,,0
,,77.8%,,3,,48.03,,0
,,77.8%,,3,,42.18,,192
,,85.7%,,3,,6.52,,192
,,84.8%,,4,,6.52,,0
,,18.0%,,3,,36.91,,0
,,71.2%,,3,,5.27,,0
,,48.4%,,2,,2.30,,0
10,10,76.3%,10,1,10,2.30,10,0
,,39.2%,,6,,35.23,,0
,,14.2%,,6,,6.14,,0
,,69.0%,,3,,33.28,,0
,,51.7%,,1,,4.13,,22700000
,,90.3%,,2,,2.03,,0
,,90.3%,,1,,32.34,,22700000
,,90.7%,,3,,259.42,,0
,,90.7%,,6,,259.42,,0
,,20.4%,,6,,6.52,,0
20,20,87.8%,20,1,20,35.69,20,0
,,76.7%,,1,,4.38,,0
,,85.4%,,4,,269.24,,7400000
,,87.1%,,6,,36.07,,0
,,86.7%,,2,,269.24,,192
,,87.5%,,3,,37.18,,192
,,83.2%,,3,,45.99,,0
,,68.0%,,3,,40.59,,80
,,78.3%,,2,,304.16,,0
,,87.5%,,1,,6.52,,0
30,30,84.8%,30,6,30,45.99,30,160
,,90.3%,,3,,6.52,,22700000
,,84.4%,,6,,34.63,,0
,,90.3%,,3,,43.50,,22700000
,,88.0%,,3,,41.89,,56900
,,87.8%,,3,,42.99,,149300
,,85.1%,,3,,48.14,,220400
,,87.8%,,3,,42.54,,7400000
,,94.5%,,3,,42.02,,355600
,,87.2%,,3,,41.48,,7400000
40,40,86.8%,40,3,40,42.42,40,440800
,,68.2%,,6,,43.11,,32799999.999999996
,,91.6%,,3,,269.24,,1200000
,,92.1%,,6,,269.24,,1400000
,,93.5%,,6,,42.55,,2400000
,,85.2%,,4,,45.99,,3400000
,,89.5%,,4,,43.69,,4099999.9999999995
,,94.8%,,6,,304.16,,5200000
,,85.4%,,6,,45.99,,6000000
,,87.8%,,6,,57.14,,6400000
