quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,4.1%,,1,,0.44,,71100
,,3.0%,,1,,0.52,,71100
,,2.4%,,1,,0.40,,71100
,,2.5%,,1,,0.41,,71100
,,2.9%,,1,,0.50,,71100
,,2.4%,,1,,0.41,,71100
,,2.4%,,1,,0.40,,71100
,,3.1%,,1,,0.52,,71100
,,3.4%,,1,,0.54,,71200
10,10,3.2%,10,1,10,0.54,10,71100
,,3.4%,,1,,0.59,,71100
,,2.7%,,1,,0.45,,71100
,,2.8%,,1,,0.46,,71100
,,3.5%,,1,,0.60,,71100
,,2.8%,,1,,0.45,,71100
,,3.0%,,1,,0.49,,71100
,,3.8%,,1,,0.71,,71200
,,3.0%,,1,,0.48,,71100
,,2.9%,,1,,0.44,,71100
20,20,3.0%,20,1,20,0.51,20,71100
,,,,,,,,
,,3.0%,,1,,0.53,,71100
,,4.9%,,2,,0.88,,142200
,,,,,,,,
,,2.4%,,1,,0.42,,71100
,,2.4%,,1,,0.43,,71100
,,3.3%,,1,,0.53,,71100
,,2.8%,,1,,0.46,,71100
,,2.6%,,1,,0.45,,71200
30,30,2.4%,30,1,30,0.63,30,71100
,,12.9%,,1,,1.25,,71100
,,2.8%,,1,,0.46,,71100
,,8.6%,,1,,1.28,,71100
,,6.1%,,1,,1.03,,71100
,,3.9%,,1,,0.63,,71200
,,5.5%,,1,,0.94,,71100
,,3.3%,,1,,0.57,,71100
,,3.1%,,1,,0.51,,99500
,,4.3%,,1,,0.73,,113800
40,40,6.0%,40,1,40,1.04,40,113800
,,4.9%,,1,,0.84,,113800
,,4.9%,,1,,0.81,,113800
,,3.4%,,1,,0.55,,113800
,,3.8%,,1,,0.63,,128000
,,5.4%,,1,,0.90,,156400
,,4.0%,,1,,0.68,,170600
,,4.0%,,1,,0.65,,170600
,,4.4%,,1,,0.69,,170600
,,3.3%,,1,,0.56,,170600
50,50,3.6%,50,1,50,0.58,50,184800
,,4.4%,,1,,0.72,,199100
,,3.6%,,1,,0.63,,213300
