quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,3.5%,,6,,1.80,,700000
,,8.4%,,3,,1.42,,900000
,,18.3%,,1,,1.64,,476300
,,6.7%,,1,,0.91,,600000
,,6.0%,,1,,1.02,,700000
,,6.8%,,1,,1.18,,800000
,,8.6%,,1,,1.39,,1000000
,,8.5%,,1,,1.52,,1100000
10,10,5.3%,10,1,10,1.63,10,1200000
,,60.2%,,1,,11.50,,1200000
,,25.7%,,1,,1.99,,1300000
,,12.5%,,1,,2.10,,1400000
,,12.2%,,1,,2.14,,1600000
,,14.2%,,1,,2.21,,1700000
,,14.0%,,1,,2.48,,1700000
,,15.4%,,1,,2.46,,1900000
,,14.4%,,1,,2.57,,1900000
,,7.7%,,1,,2.74,,2000000
20,20,69.6%,20,2,20,18.69,20,4200000
,,41.1%,,1,,3.51,,2000000
,,20.9%,,1,,3.71,,2200000
,,23.0%,,1,,3.60,,2400000
,,22.0%,,1,,3.79,,2400000
,,50.2%,,1,,13.29,,2400000
,,29.5%,,2,,6.29,,4900000
,,17.5%,,1,,4.93,,2500000
,,47.6%,,2,,7.33,,5400000
,,70.9%,,1,,19.47,,2800000
30,30,35.4%,30,1,30,3.56,30,3000000
,,23.8%,,1,,3.99,,3000000
,,25.4%,,1,,4.21,,3100000
,,24.1%,,1,,4.27,,3100000
,,56.4%,,1,,14.44,,3300000
,,26.0%,,1,,6.13,,3500000
,,52.9%,,2,,9.09,,7000000
,,48.6%,,1,,5.38,,3600000
,,55.3%,,1,,14.22,,3700000
,,45.1%,,1,,5.35,,3700000
40,40,34.2%,40,1,40,5.75,40,3800000
,,34.3%,,1,,5.42,,4000000
,,55.3%,,1,,14.13,,4099999.9999999995
,,54.4%,,1,,6.67,,4200000
,,22.3%,,1,,6.26,,4300000
,,72.1%,,2,,21.83,,8500000
,,53.7%,,1,,6.60,,4200000
,,41.0%,,1,,6.84,,4400000
,,62.7%,,1,,18.07,,4600000
,,69.3%,,2,,12.69,,9200000
