quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,10.1%,,1,,1.81,,78700000
,,10.1%,,1,,3.14,,504800
,,24.0%,,6,,193.68,,1100000
,,50.0%,,1,,1.16,,800000
,,8.6%,,1,,1.81,,3800000
,,50.0%,,1,,1.04,,426600
,,6.3%,,1,,1.04,,1100000
,,5.7%,,1,,1.02,,700000
10,10,41.9%,10,1,10,3.14,10,700000
,,6.8%,,1,,1.12,,700000
,,12.2%,,1,,197.36,,3800000
,,8.3%,,1,,1.03,,700000
,,40.4%,,1,,31.28,,2400000
,,41.9%,,1,,31.28,,2400000
,,88.8%,,1,,197.36,,700000
,,16.9%,,5,,1.21,,800000
,,6.8%,,1,,1.33,,900000
,,8.5%,,1,,193.68,,1000000
20,20,8.0%,20,1,20,198.01,20,1000000
,,50.0%,,5,,198.01,,78700000
,,88.8%,,1,,1.36,,78700000
,,5.4%,,1,,3.14,,900000
,,21.8%,,1,,193.68,,3800000
,,11.0%,,6,,1.49,,1100000
,,10.6%,,6,,1.81,,1100000
,,9.2%,,1,,1.81,,2400000
,,50.0%,,1,,31.28,,1200000
,,41.9%,,1,,1.53,,3800000
30,30,11.2%,30,1,30,3.14,30,1200000
,,14.4%,,1,,2.12,,1300000
,,29.5%,,1,,2.57,,1300000
,,30.8%,,1,,2.98,,2400000
,,29.5%,,1,,197.36,,3700000
,,41.9%,,1,,15.42,,4200000
,,24.2%,,1,,197.36,,3000000
,,88.8%,,3,,11.65,,1700000
,,35.0%,,5,,31.28,,3000000
,,19.9%,,3,,11.41,,1700000
40,40,50.0%,40,1,40,3.43,40,1800000
,,26.9%,,5,,4.85,,3800000
,,88.8%,,1,,9.74,,2400000
,,30.7%,,1,,193.68,,3800000
,,18.0%,,1,,14.00,,2000000
,,47.9%,,1,,9.74,,2000000
,,29.5%,,1,,193.68,,2400000
,,50.0%,,1,,4.12,,2000000
,,29.4%,,1,,3.14,,3000000
,,22.2%,,2,,31.28,,4099999.9999999995
50,50,41.9%,50,1,50,3.14,50,2000000
,,52.9%,,1,,3.59,,2100000
,,41.9%,,1,,3.45,,2300000
,,88.8%,,1,,6.39,,3000000
,,29.5%,,1,,31.28,,2400000
,,33.2%,,2,,9.74,,2300000
,,88.8%,,1,,3.78,,2400000
,,34.8%,,1,,5.43,,3000000
,,50.0%,,1,,4.29,,7600000
,,29.2%,,1,,21.04,,4900000
60,60,64.6%,60,1,60,8.12,60,7600000
,,59.9%,,1,,9.74,,2800000
,,29.5%,,1,,5.61,,5300000
,,50.0%,,2,,31.28,,2700000
,,59.9%,,1,,3.84,,3000000
,,10.1%,,1,,4.76,,7600000
,,60.6%,,1,,31.28,,2800000
,,29.5%,,2,,9.74,,2900000
,,41.0%,,3,,10.94,,2900000
,,59.9%,,1,,24.14,,3000000
70,70,47.4%,70,1,70,3.92,70,3000000
,,52.6%,,1,,16.33,,3000000
,,27.2%,,1,,7.86,,3000000
,,29.5%,,1,,24.14,,3000000
,,55.6%,,1,,6.21,,7600000
,,45.5%,,1,,6.51,,7600000
,,28.3%,,1,,9.74,,3000000
,,59.9%,,1,,4.10,,3400000
,,29.5%,,1,,24.14,,4500000
,,59.9%,,1,,15.29,,3400000
80,80,53.9%,80,1,80,5.02,80,7600000
,,20.9%,,1,,9.74,,3400000
,,54.2%,,1,,15.61,,6900000
,,41.2%,,1,,9.74,,7600000
,,64.4%,,1,,24.14,,4500000
,,57.6%,,1,,24.14,,4500000
,,47.1%,,2,,15.78,,3900000
,,59.9%,,1,,5.42,,7600000
,,32.9%,,1,,5.44,,7800000
,,64.4%,,1,,5.30,,4500000
90,90,33.7%,90,1,90,7.00,90,4000000
,,64.4%,,2,,5.47,,4000000
,,59.9%,,2,,24.14,,4200000
,,23.3%,,2,,25.31,,4500000
,,32.3%,,2,,24.14,,4200000
,,63.4%,,2,,7.00,,8300000.000000001
,,59.9%,,1,,7.00,,4500000
,,48.6%,,1,,15.34,,8500000
,,64.4%,,2,,11.65,,4500000
,,71.1%,,2,,24.14,,4400000
100,100,64.4%,100,1,100,13.59,100,4400000
,,68.5%,,2,,6.88,,17100000
,,50.1%,,1,,7.00,,17100000
,,65.9%,,1,,5.96,,4500000
,,49.3%,,2,,5.98,,13800000
,,64.4%,,2,,7.00,,17100000
,,21.1%,,2,,5.98,,17100000
,,64.4%,,2,,23.58,,9700000
,,78.2%,,2,,12.84,,10300000
,,78.4%,,1,,7.00,,5200000
110,110,78.2%,110,2,110,6.91,110,17100000
,,47.9%,,1,,7.00,,10600000
,,64.4%,,1,,17.43,,17100000
,,26.7%,,2,,14.97,,10800000
,,63.1%,,2,,39.59,,16200000
,,78.2%,,1,,18.02,,17100000
,,74.4%,,1,,39.59,,5500000
,,78.2%,,2,,7.00,,11300000
,,23.3%,,2,,31.32,,17100000
,,81.5%,,2,,34.00,,17100000
120,120,52.3%,120,3,120,20.86,120,17900000
,,71.9%,,2,,39.59,,23900000
,,78.2%,,2,,25.74,,18400000
,,78.2%,,2,,39.59,,18600000
,,73.2%,,2,,14.28,,33100000
,,78.2%,,2,,20.14,,40600000
,,74.5%,,2,,39.59,,40700000
,,80.0%,,2,,29.21,,41400000
,,78.2%,,2,,28.40,,42700000
,,80.0%,,1,,39.59,,54200000
130,130,80.0%,130,2,130,24.98,130,54200000
,,71.9%,,3,,18.08,,45100000
,,80.0%,,6,,39.59,,54200000
,,67.8%,,3,,35.69,,47000000
,,79.6%,,6,,39.59,,54200000
,,86.0%,,6,,42.02,,47500000
,,80.0%,,3,,49.73,,48900000
,,67.7%,,6,,44.37,,57300000
,,82.4%,,4,,45.06,,57300000
,,84.3%,,3,,39.35,,49700000
140,140,80.0%,140,5,140,55.20,140,57300000
,,62.8%,,6,,103.03,,50900000
,,66.9%,,6,,103.03,,54200000
,,78.0%,,6,,93.81,,51300000
,,80.0%,,6,,103.03,,52000000
,,80.0%,,6,,103.03,,54200000
,,80.0%,,6,,93.88,,54200000
,,78.7%,,6,,80.55,,57300000
,,63.3%,,6,,93.42,,54200000
,,83.1%,,6,,106.58,,54500000
150,150,80.2%,150,6,150,99.26,150,57300000
,,71.5%,,6,,103.03,,54800000
,,63.3%,,5,,100.98,,55500000
,,81.7%,,6,,103.03,,56000000
,,81.2%,,6,,101.67,,57300000
,,66.6%,,6,,103.03,,56600000
,,81.8%,,6,,103.03,,56900000
,,79.0%,,6,,102.95,,57300000
,,68.4%,,6,,107.35,,57300000
,,84.5%,,6,,120.92,,58000000
160,160,83.9%,160,6,160,117.27,160,58200000
,,70.9%,,6,,179.71,,58800000
