quadrosTotal,quadrosTotalPercent,totalPercent,quadrosCalls,calls,quadrosTotalTime,totalTime,quadrosGCMemory,gcMemory
,,,,,,,,
,,3.4%,,6,,2.15,,700000
,,18.6%,,3,,1.92,,1100000
,,6.9%,,1,,0.87,,500000
,,6.9%,,1,,1.16,,700000
,,7.9%,,1,,1.37,,900000
,,10.1%,,1,,1.64,,1100000
,,43.0%,,1,,12.72,,1300000
,,17.5%,,2,,4.74,,3000000
10,10,24.2%,10,1,10,3.45,10,1600000
,,22.6%,,1,,2.99,,1900000
,,21.7%,,1,,3.33,,2100000
,,27.3%,,1,,5.20,,2400000
,,32.0%,,1,,6.82,,2600000
,,63.4%,,1,,15.02,,2700000
,,57.5%,,2,,9.07,,5900000
,,18.6%,,1,,4.98,,3000000
,,66.1%,,1,,15.64,,3200000
,,62.0%,,2,,9.33,,6400000
20,20,43.6%,20,1,20,5.25,20,3200000
,,31.8%,,1,,5.37,,3400000
,,58.3%,,1,,15.98,,3700000
,,50.6%,,1,,5.42,,3700000
,,32.2%,,1,,5.74,,3800000
,,28.5%,,1,,20.50,,4000000
,,69.5%,,4,,38.51,,15800000
,,73.7%,,3,,17.19,,11500000
,,69.3%,,2,,21.14,,8100000
,,42.6%,,1,,8.08,,4099999.9999999995
30,30,75.3%,30,2,30,22.17,30,8500000
,,51.7%,,1,,6.34,,4400000
,,64.5%,,1,,19.34,,4700000
,,68.3%,,2,,13.46,,9500000
,,79.3%,,1,,22.72,,4700000
,,44.7%,,2,,15.48,,9700000
,,74.2%,,2,,24.16,,9400000
,,69.4%,,2,,13.91,,9300000
,,75.8%,,1,,17.31,,4900000
,,54.7%,,1,,7.85,,5300000
40,40,69.6%,40,1,40,19.90,40,5500000
,,46.0%,,2,,16.12,,11200000
,,74.1%,,2,,28.29,,10700000
,,55.5%,,2,,25.78,,10600000
,,71.8%,,3,,41.96,,15900000
,,69.3%,,4,,42.87,,21200000
,,82.4%,,3,,44.14,,15700000
,,85.1%,,3,,42.79,,15600000
,,63.8%,,3,,36.19,,16500000
,,79.6%,,4,,42.03,,21100000
50,50,84.1%,50,3,50,36.09,50,15700000
,,78.9%,,3,,36.66,,16100000.000000002
,,73.6%,,2,,28.11,,10900000
,,62.2%,,3,,34.65,,16600000.000000002
,,70.9%,,3,,41.62,,16800000
,,73.4%,,3,,54.26,,16700000
,,83.3%,,5,,53.30,,29100000
,,88.6%,,4,,60.29,,23700000
,,74.3%,,4,,62.16,,23500000
,,85.8%,,5,,64.62,,28300000
60,60,81.5%,60,4,60,44.56,60,22800000
,,70.1%,,4,,57.98,,23000000
,,77.0%,,5,,75.47,,29600000
,,78.1%,,5,,75.53,,31100000
,,79.0%,,6,,85.49,,38800000
,,82.5%,,6,,104.22,,40000000
,,69.4%,,6,,99.49,,40600000
,,61.0%,,6,,89.60,,40300000
,,75.7%,,6,,92.78,,41500000
,,79.5%,,6,,96.69,,42800000
70,70,69.6%,70,6,70,101.90,70,44400000
,,65.9%,,6,,123.79,,45500000
,,80.1%,,6,,91.22,,45100000
,,84.8%,,6,,122.70,,45600000
,,69.4%,,6,,108.58,,46500000
,,65.9%,,6,,114.71,,47400000
,,82.8%,,6,,108.13,,48300000
,,83.0%,,6,,113.89,,48700000
,,73.2%,,6,,115.19,,50600000
,,67.5%,,6,,126.39,,52000000
80,80,80.2%,80,6,80,119.76,80,53000000
,,75.7%,,6,,132.62,,54200000
,,68.2%,,6,,132.78,,55300000
,,81.6%,,6,,138.18,,55900000
,,75.5%,,6,,136.91,,56200000
,,67.0%,,6,,128.95,,57200000
,,85.2%,,6,,136.83,,57200000
,,76.6%,,6,,142.23,,57000000
,,70.6%,,6,,143.20,,57800000
,,85.4%,,6,,142.29,,59000000
90,90,76.5%,90,6,90,144.48,90,61800000
,,73.7%,,6,,167.45,,63700000
,,87.4%,,6,,161.52,,65500000
,,77.6%,,6,,168.22,,67000000
,,72.4%,,6,,159.59,,68100000
,,84.7%,,6,,161.38,,68500000
,,78.3%,,6,,172.96,,70900000
,,75.4%,,6,,179.65,,74600000
,,88.9%,,6,,191.09,,78600000
,,81.4%,,6,,197.72,,82300000
100,100,77.1%,100,6,100,208.15,100,85200000
,,77.6%,,6,,209.51,,86200000
,,77.9%,,6,,221.25,,88800000
,,76.6%,,6,,214.05,,91100000
,,77.4%,,6,,217.48,,94200000
,,79.5%,,6,,230.95,,93400000
,,77.9%,,6,,233.62,,95800000
,,78.5%,,6,,241.57,,97700000
,,79.3%,,6,,250.62,,98800000
,,78.5%,,6,,240.67,,101300000
110,110,79.9%,110,6,110,278.08,110,103100000
,,78.8%,,6,,232.44,,100500000
,,79.2%,,6,,241.82,,99200000
,,78.2%,,6,,249.63,,100100000
,,78.0%,,6,,238.00,,101400000
,,80.8%,,6,,265.25,,105700000
,,81.6%,,6,,304.62,,109300000
,,81.7%,,6,,284.35,,112000000
,,83.1%,,6,,319.30,,113500000
,,80.6%,,6,,276.90,,115200000
120,120,77.3%,120,5,120,238.94,120,98100000
,,83.9%,,6,,318.65,,118100000
,,83.8%,,6,,338.48,,116100000
,,82.7%,,6,,306.51,,115000000
,,82.5%,,6,,328.02,,115800000
,,83.2%,,6,,314.96,,116200000
,,80.9%,,6,,293.36,,116300000
,,79.9%,,6,,272.27,,118000000
,,81.4%,,6,,301.64,,118800000
,,82.7%,,6,,305.58,,121000000
130,130,84.4%,130,6,130,350.28,130,124000000
,,84.5%,,6,,345.84,,125700000
,,83.8%,,6,,357.35,,129000000
,,82.3%,,6,,331.33,,132600000
,,85.1%,,6,,365.96,,134900000
,,83.2%,,6,,351.46,,137100000
,,83.7%,,6,,376.69,,139500000
